brand,product_id,model_name,product_model,camera_type,Product Model,Type,Sensor type,Sensor model,Pixel size,Sensor size,Resolution,Max. frame rate,Dynamic range,SNR,Gain,Exposure time,Exposure mode,Pixel format,Mono/color,Binning,Decimation,Reverse image,Data interface,Data interface type,Control interface,Digital I/O,Power supply,Power consumption,Lens mount,Dimension,Weight,Ingress protection,Temperature,Humidity,Client software,Operating system,Compatibility,Certification,Mono,Quantum efficiency,Dark noise,Signal-to-noise ratio,Saturation capacity,Dimension (without lens),Configuration mode,Tap geometry,Tap number,Pixel clock,Image buffer,Product name,NETD,Response time,Color palettes,Image process,Focal length,Field of view,Min. operation distance,Space resolution,Aperture,Thermal object distance,Temperature measurement range,Temperature measurement accuracy,Max. temperature measurement distance,Installation method,Transmission interface,Power,Vision tool,Max. line rate,Trigger mode,External trigger mode,Image mode,Near field of view,Typical field of view,Far field of view,Clearance distance (CD),Measurement range (MR),Repeatability (Z-axis)*,VDI/VDE accuracy*,Data acquisition time,Image output delay,Data type,Laser safety class,Wavelength,Detection accuracy,Detection speed,Scan frame rate,Depth image detection accuracy
Hikrobot,6403,"12MP Area Scan Camera, USB3, IMX226, Color",MV-CU120-10UC,Area Scan Camera,MV-CU120-10UC,"12MP Area Scan Camera, USB3, IMX226, Color","CMOS, rolling shutter",Sony® IMX226,1.85 μm × 1.85 μm,"1/1.7""",4024 × 3036,29.2 fps @4024 × 3036 Bayer RG 8,69.4 dB,40.3 dB,0 dB to 24 dB,20 μs to 0.5 sec,"Off/Once/Continuous exposure mode, supports Global Reset and Rolling",Bayer RG 8/10/10Packed/12/12Packed,Color,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"USB3.0, compatible with USB2.0",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, supports USB3.0 power supply",Typ. 2.0 W@5 VDC (USB3.0 provides power supply),C-mount,"29 mm × 29 mm × 30 mm (1.1"" × 1.1"" × 1.2"")",Approx. 76 g (0.2 lb.),IP40 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: -30 °C to 70 °C (-22 °F to 158 °F)","20% to 80% RH, non-condensing",MVS or third-party software meeting with USB3 Vision Protocol,"32/64-bit Windows XP/7/10, 32/64-bit Linux and 64-bit MacOS","USB3 Vision, GenlCam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8169,"2MP Area Scan Camera, GigE, V2, GMAX4002, Mono",MV-CU020-90GM V2,Area Scan Camera,MV-CU020-90GM V2,"2MP Area Scan Camera, GigE, V2, GMAX4002, Mono","CMOS, global shutter",GMAX4002,4 μm × 4 μm,"1/1.7""",2048 × 1200,49 fps @ 2048 × 1200 Mono 8,66.9 dB,40.8 dB,0 dB to 11.1 dB,4 μs to 10 sec,Off/Once/Continuous exposure mode,Mono 8/10/10Packed/12/12Packed,Mono,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC,PoE is optional",Typ. 1.9 W @12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8170,"2MP Area Scan Camera, GigE, V2, GMAX4002, Color",MV-CU020-90GC V2,Area Scan Camera,MV-CU020-90GC V2,"2MP Area Scan Camera, GigE, V2, GMAX4002, Color","CMOS, global shutter",GMAX4002,4 μm × 4 μm,"1/1.7""",2048 × 1200,49 fps @ 2048 × 1200 Bayer GB 8,66.9 dB,40.8 dB,0 dB to 11.1 dB,4 μs to 10 sec,Off/Once/Continuous exposure mode,Bayer GB 8/10/10Packed/12/12Packed,Color,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC,PoE is optional",Typ. 2 W @12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8171,"20MP Area Scan Camera, GigE, V2, AR2020, Mono",MV-CU200-20GM V2,Area Scan Camera,MV-CU200-20GM V2,"20MP Area Scan Camera, GigE, V2, AR2020, Mono","CMOS, rolling shutter",AR2020,1.4 μm × 1.4 μm,"1/1.8""",5120 × 3840,5.9 fps @ 5120 × 3840 Mono 8,61 dB,39 dB,0 dB to 48 dB,53 μs to 10 sec,Off/Once/Continuous exposure mode,Mono 8/10/10 Packed/12/12 Packed,,"Supports 1 × 1, 2 × 2, 4 × 4",Not supported,Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).",9 VDC to 24 VDC; PoE is optional,Typ. 2.0 W @ 12 VDC,C-mount,,Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",Mono,,,,,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8172,"20MP Area Scan Camera, GigE, V2, AR2020, Color",MV-CU200-20GC V2,Area Scan Camera,MV-CU200-20GC V2,"20MP Area Scan Camera, GigE, V2, AR2020, Color","CMOS, rolling shutter",AR2020,1.4 μm × 1.4 μm,"1/1.8""",5120 × 3840,5.9 fps @ 5120 × 3840 Bayer GR 8,60 dB,39 dB,0 dB to 48 dB,53 μs to 10 sec,Off/Once/Continuous exposure mode,Bayer GR 8/10/10 Packed/12/12 Packed,,"Supports 1 × 1, 2 × 2",Not supported,Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).",9 VDC to 24 VDC; PoE is optional,Typ. 2.0 W @ 12 VDC,C-mount,,Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",Color,,,,,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8173,"0.4MP Area Scan Camera, GigE, IMX297, V2, Mono",MV-CU004-10GM V2,Area Scan Camera,MV-CU004-10GM V2,"0.4MP Area Scan Camera, GigE, IMX297, V2, Mono","CMOS, global shutter",Sony® IMX297,6.9 μm × 6.9 μm,"1/2.9""",720 × 540,126.5 fps @ 720 × 540 Mono 8,74 dB,41 dB,0 dB to 24 dB,"Ultrashort exposure mode: 1 μs to 14 μs
Standard exposure mode: 15 μs to 10 sec",Off/Once/Continuous exposure mode,Mono 8/10/10Packed/12/12Packed,Mono,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, PoE is optional",Typ. 2 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8174,"0.4MP Area Scan Camera, GigE, IMX297, V2, Color",MV-CU004-10GC V2,Area Scan Camera,MV-CU004-10GC V2,"0.4MP Area Scan Camera, GigE, IMX297, V2, Color","CMOS, global shutter",Sony® IMX297,6.9 μm × 6.9 μm,"1/2.9""",720 × 540,126.5 fps @ 720 × 540 Bayer RG 8,74 dB,41 dB,0 dB to 24 dB,"Ultrashort exposure mode: 1 μs to 14 μs
Standard exposure mode: 15 μs to 10 sec",Off/Once/Continuous exposure mode,Bayer RG 8/10/10Packed/12/12Packed,Color,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, PoE is optional",Typ. 2 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8175,"1.3MP Area Scan Camera, GigE, SS, V2, Color",MV-CU013-80GC V2,Area Scan Camera,MV-CU013-80GC V2,"1.3MP Area Scan Camera, GigE, SS, V2, Color","CMOS, global shutter",SS,4 μm × 4 μm,"1/2.7""",1280 × 1024,89.9 fps @ 1280 × 1024 Bayer BG 8,54.5 dB,39.2 dB,0 dB to 20 dB,31 μs to 1 sec,Off/Once/Continuous exposure mode,Bayer BG 8/10/10Packed/12/12Packed,Color,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, PoE is optional",Typ. 2.2 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8176,"1.3MP Area Scan Camera, GigE, SS, V2, Mono",MV-CU013-80GM V2,Area Scan Camera,MV-CU013-80GM V2,"1.3MP Area Scan Camera, GigE, SS, V2, Mono","CMOS, global shutter",SS,4 μm × 4 μm,"1/2.7""",1280 × 1024,89.9 fps @ 1280 × 1024 Mono 8,54.5 dB,39.2 dB,0 dB to 20 dB,31 μs to 1 sec,Off/Once/Continuous exposure mode,Mono 8/10/10Packed/12/12Packed,Mono,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, PoE is optional",Typ. 1.9 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8177,"1.3MP Area Scan Camera, GigE, V2, Color",MV-CU013-A0GC V2,Area Scan Camera,MV-CU013-A0GC V2,"1.3MP Area Scan Camera, GigE, V2, Color","CMOS, global shutter",,4.8 μm × 4.8 μm,"1/2""",1280 × 1024,90.2 fps @ 1280 × 1024 Bayer GB 8,54 dB,40.6 dB,0 dB to 16 dB,11 μs to 10 sec,Off/Once/Continuous exposure mode,Bayer GB 8/10/10Packed/12/12Packed,Color,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, PoE is optional",Typ. 1.8 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8178,"1.3MP Area Scan Camera, GigE, V2, Mono",MV-CU013-A0GM V2,Area Scan Camera,MV-CU013-A0GM V2,"1.3MP Area Scan Camera, GigE, V2, Mono","CMOS, global shutter",,4.8 μm × 4.8 μm,"1/2""",1280 × 1024,90.2 fps @ 1280 × 1024 Mono 8,54 dB,40.6 dB,0 dB to 16 dB,11 μs to 10 sec,Off/Once/Continuous exposure mode,Mono 8/10/10Packed/12/12Packed,Mono,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, PoE is optional",Typ. 1.8 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8179,"1.6MP Area Scan Camera, GigE, IMX296, V2, Mono",MV-CU016-10GM V2,Area Scan Camera,MV-CU016-10GM V2,"1.6MP Area Scan Camera, GigE, IMX296, V2, Mono","CMOS, global shutter",Sony® IMX296,3.45 μm × 3.45 μm,"1/2.9""",1440 × 1080,65.8 fps @ 1440 × 1080 Mono 8,74 dB,41 dB,0 dB to 24 dB,"UltraShort exposure mode: 1 μs to 14 μs
Standard exposure mode: 15 μs to 10 sec",Off/Once/Continuous exposure mode,Mono 8/10/10Packed/12/12Packed,Mono,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, PoE is optional",Typ. 2 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8180,"1.6MP Area Scan Camera, GigE, IMX296, V2, Color",MV-CU016-10GC V2,Area Scan Camera,MV-CU016-10GC V2,"1.6MP Area Scan Camera, GigE, IMX296, V2, Color","CMOS, global shutter",Sony® IMX296,3.45 μm × 3.45 μm,"1/2.9""",1440 × 1080,65.8 fps @ 1440 × 1080 Bayer RG 8,74 dB,41 dB,0 dB to 24 dB,"UltraShort exposure mode: 1 μs to 14 μs
Standard exposure mode: 15 μs to 10 sec",Off/Once/Continuous exposure mode,Bayer RG 8/10/10Packed/12/12Packed,Color,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, PoE is optional",Typ. 2 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8181,"2MP Area Scan Camera, GigE, SC235, V2, Mono",MV-CU020-80GM V2,Area Scan Camera,MV-CU020-80GM V2,"2MP Area Scan Camera, GigE, SC235, V2, Mono","CMOS, global shutter",SC235,3.45 μm × 3.45 μm,"1/2.6""",1600 × 1200,53.5 fps @ 1600 × 1200 Mono 8,60.4 dB,40.1 dB,0 dB to 24 dB,45 μs to 1 sec,Off/Once/Continuous exposure mode,Mono 8/10/10Packed/12/12Packed,,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, PoE is optional",Typ. 1.8 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8182,"2MP Area Scan Camera, GigE, SC235, V2, Color",MV-CU020-80GC V2,Area Scan Camera,MV-CU020-80GC V2,"2MP Area Scan Camera, GigE, SC235, V2, Color","CMOS, global shutter",SC235,3.45 μm × 3.45 μm,"1/2.6""",1600 × 1200,53.5 fps @ 1600 × 1200 Bayer BG 8,60.4 dB,40.1 dB,0 dB to 24 dB,45 μs to 1 sec,Off/Once/Continuous exposure mode,Bayer GB 8/10/10Packed/12/12Packed,,"Supports 1 × 1, 2 × 2, 4 × 4","Supports 1 × 1, 2 × 2, 4 × 4",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, PoE is optional",Typ. 1.9 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 95% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8183,"5MP Area Scan Camera, GigE, AR0521, V2, Color",MV-CU050-30GC V2,Area Scan Camera,MV-CU050-30GC V2,"5MP Area Scan Camera, GigE, AR0521, V2, Color","CMOS, rolling shutter",AR0521,2.2 μm × 2.2 μm,"1/2.5""",2592 × 1944,24 fps @ 2592 × 1944 Bayer GR 8,63 dB,37 dB,0 dB to 15 dB,21 μs to 1 sec,Off/Once/Continuous exposure mode,Bayer GR 8/10/10Packed/12/12Packed,Color,"Supports 1 × 1, 2 × 2","Supports 1 × 1, 2 × 2",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, PoE is optional",Typ. 1.81 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 80% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hikrobot,8184,"5MP Area Scan Camera, GigE, AR0521, V2, Mono",MV-CU050-30GM V2,Area Scan Camera,MV-CU050-30GM V2,"5MP Area Scan Camera, GigE, AR0521, V2, Mono","CMOS, rolling shutter",AR0521,2.2 μm × 2.2 μm,"1/2.5""",2592 × 1944,24 fps @ 2592 × 1944 Mono 8,63 dB,37 dB,0 dB to 15 dB,21 μs to 1 sec,Off/Once/Continuous exposure mode,Mono 8/10/10Packed/12/12Packed,Mono,"Supports 1 × 1, 2 × 2","Supports 1 × 1, 2 × 2",Supports horizontal and vertical reverse image output,"Gigabit Ethernet (1000 Mbit/s), compatible with Fast Ethernet (100 Mbit/s)",,,"6-pin P7 connector provides power and I/O, including opto-isolated input × 1 (Line 0), opto-isolated output × 1 (Line 1), bi-directional non-isolated I/O × 1 (Line 2).","9 VDC to 24 VDC, PoE is optional",Typ. 1.78 W @ 12 VDC,C-mount,"29 mm × 29 mm × 42 mm (1.1"" × 1.1"" × 1.7"")",Approx. 100 g (0.2 lb.),IP30 (under proper lens installation and wiring),"Working temperature: 0 °C to 50 °C (32 °F to 122 °F)
Storage temperature: –30 °C to 80 °C (–22 °F to 176 °F)",20% RH to 80% RH (no condensation),MVS or third-party software meeting with GigE Vision Protocol,"32/64-bit Windows 7/10, 64-bit Windows 11, 32/64-bit Linux","GigE Vision V2.0, GenICam","CE, RoHS, KC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
