brand,lens_type,model,raw_category,focal_length_mm,magnification,working_distance_mm,aperture,max_sensor_format_mm,image_circle_mm,fov_mm,numerical_aperture,resolution_um,mtf30_lpmm,dof_mm,distortion_pct,telecentricity_deg,mount,weight_g,coaxial,wavelength_range,_source_url,_raw_target
Basler,fixed_focal,Basler Lens C125-1620-5M-P,Fixed Focal Lenses (Basler),16,,0.5 m,F2.0–F22,7.2,7.2,,,"Designed for 230 LP/mm (2.2 µm pixel size, see Resolution versus Image Height )",,,"Typical -1 % (barrel distortion, see Distortion versus Image Height )",,C,60,,"Visible (400–700 nm, see Transmittance )",https://docs.baslerweb.com/c125-1620-5m-p,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C125-2522-5M-P,Fixed Focal Lenses (Basler),25,,0.5 m,F2.2–F22,7.2,7.2,,,"Designed for 230 LP/mm (2.2 µm pixel size, see Resolution versus Image Height )",,,"Typical -0.5 % (barrel distortion, see Distortion versus Image Height )",,C,60,,"Visible (400–700 nm, see Transmittance )",https://docs.baslerweb.com/c125-2522-5m-p,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-0816-2M-S,Fixed Focal Lenses (Basler),8.6,,0.5 m,F1.6–F16,11.0,11.0,,,"Designed for 90 LP/mm (5.5 µm pixel size, see Resolution versus Image Height )",,,"Typical -4.8 % (barrel distortion, see Distortion versus Image Height )",,C,136,,Visible (400–700 nm),https://docs.baslerweb.com/c23-0816-2m-s,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-0824-5M-P,Fixed Focal Lenses (Basler),8.06,,0.3 m,F2.4–F16,11.0,11.0,,,,,,Typical 1.87 %,,C,89.5,,Visible (400–700 nm),https://docs.baslerweb.com/c23-0824-5m-p,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-0828-16M,Fixed Focal Lenses (Basler),8,,0.3 m,F2.8–F16,11.0,11.0,,,,,,0.07 % / -0.02%,,C,89,,Visible (400–700 nm),https://docs.baslerweb.com/c23-0828-16m,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-1216-2M-S,Fixed Focal Lenses (Basler),12.3,,0.5 m,F1.6–F16,11.0,11.0,,,"Designed for 90 LP/mm (5.5 µm pixel size, see Resolution versus Image Height )",,,"Typical -1.0 % (barrel distortion, see Distortion versus Image Height )",,C,97,,Visible (400–700 nm),https://docs.baslerweb.com/c23-1216-2m-s,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-1224-5M-P,Fixed Focal Lenses (Basler),12.01,,0.3 m,F2.4–F16,11.0,11.0,,,,,,Typical -0.25 %,,C,71.1,,Visible (400–700 nm),https://docs.baslerweb.com/c23-1224-5m-p,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-1228-16M,Fixed Focal Lenses (Basler),12,,0.3 m,F2.8–F16,11.0,11.0,,,,,,0.07 % / 0.01 %,,C,78,,Visible (400–700 nm),https://docs.baslerweb.com/c23-1228-16m,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-1616-2M-S,Fixed Focal Lenses (Basler),16.5,,0.9 m,F1.6–F22,11.0,11.0,,,"Designed for 90 LP/mm (5.5 µm pixel size, see Resolution versus Image Height )",,,"Typical -1.1 % (barrel distortion, see Distortion versus Image Height )",,C,104,,Visible (400–700 nm),https://docs.baslerweb.com/c23-1616-2m-s,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-1620-5M-P,Fixed Focal Lenses (Basler),16.09,,0.5 m,F2.0–F16,11.0,11.0,,,,,,Typical -1.00 %,,C,74.4,,Visible (400–700 nm),https://docs.baslerweb.com/c23-1620-5m-p,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-1628-16M,Fixed Focal Lenses (Basler),16,,0.3 m,F2.8–F16,11.0,11.0,,,,,,0.07 % / 0.014 %,,C,74,,Visible (400–700 nm),https://docs.baslerweb.com/c23-1628-16m,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-2518-2M-S,Fixed Focal Lenses (Basler),25.8,,0.9 m,F1.8–F16,11.0,11.0,,,"Designed for 90 LP/mm (5.5 µm pixel size, see Resolution versus Image Height )",,,"Typical -0.5 % (barrel distortion, see Distortion versus Image Height )",,C,83,,Visible (400–700 nm),https://docs.baslerweb.com/c23-2518-2m-s,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-2518-5M-P,Fixed Focal Lenses (Basler),24.9,,0.5 m,F1.8–F16,11.0,11.0,,,,,,Typical 0.92 %,,C,62,,Visible (400–700 nm),https://docs.baslerweb.com/c23-2518-5m-p,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-2528-16M,Fixed Focal Lenses (Basler),25,,1.0 m,F2.8–F16,11.0,11.0,,,,,,0.07 % / 0.04 %,,C,83,,Visible (400–700 nm),https://docs.baslerweb.com/c23-2528-16m,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-3520-2M-S,Fixed Focal Lenses (Basler),34.3,,1.0 m,F2.0–F16,11.0,11.0,,,"Designed for 90 LP/mm (5.5 µm pixel size, see Resolution versus Image Height )",,,"Typical -0.5 % (barrel distortion, see Distortion versus Image Height )",,C,81,,Visible (400–700 nm),https://docs.baslerweb.com/c23-3520-2m-s,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-3520-5M-P,Fixed Focal Lenses (Basler),35.09,,0.3 m,F2.0–F16,11.0,11.0,,,,,,Typical 0.14 %,,C,71,,Visible (400–700 nm),https://docs.baslerweb.com/c23-3520-5m-p,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-3528-16M,Fixed Focal Lenses (Basler),35,,1.0 m,F2.8–F16,11.0,11.0,,,,,,"0.07 % / 0,01 %",,C,82,,Visible (400–700 nm),https://docs.baslerweb.com/c23-3528-16m,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-5026-2M-S,Fixed Focal Lenses (Basler),49.5,,1.3 m,F2.6–F32,11.0,11.0,,,"Designed for 90 LP/mm (5.5 µm pixel size, see Resolution versus Image Height )",,,"Typical 0.2 % (pincushion distortion, see Distortion versus Image Height )",,C,110,,Visible (400–700 nm),https://docs.baslerweb.com/c23-5026-2m-s,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-5028-16M,Fixed Focal Lenses (Basler),50,,0.5 m,F2.8–F16,11.0,11.0,,,,,,0.07 % / 0.01 %,,C,85,,Visible (400–700 nm),https://docs.baslerweb.com/c23-5028-16m,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-5028-5M-P,Fixed Focal Lenses (Basler),48,,0.4 m,F2.8–F16,11.0,11.0,,,,,,Typical -0.12 %,,C,83.7,,Visible (400–700 nm),https://docs.baslerweb.com/c23-5028-5m-p,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens C23-7538-16M,Fixed Focal Lenses (Basler),75,,INF,F3.8–F16,11.0,11.0,,,,,,0.07 % / -0.05%,,C,89,,Visible (400–700 nm),https://docs.baslerweb.com/c23-7538-16m,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens F-S35-2528-45M-S-SD,Fixed Focal Lenses (Basler),24.5,,0.22 m,F2.8–F22,32,32,,,,,,"Typical -1.35 % (barrel distortion, see Distortion versus Image Height )",,F,580,,Visible (400–700 nm),https://docs.baslerweb.com/f-s35-2528-45m-s-sd,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens F-S35-3528-45M-S-SD,Fixed Focal Lenses (Basler),35.3,,0.32 m,F2.8–F22,32,32,,,,,,Typical -0.73 % (see Distortion versus Image Height ),,F,780,,Visible (400–700 nm),https://docs.baslerweb.com/f-s35-3528-45m-s-sd,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens F-S35-5028-45M-S-SD,Fixed Focal Lenses (Basler),50.5,,0.46 m,F2.8–F22,32,32,,,,,,Typical -0.44 % (see Distortion versus Image Height ),,F,625,,Visible (400–700 nm),https://docs.baslerweb.com/f-s35-5028-45m-s-sd,basler_lens_fixed_focal
Basler,fixed_focal,Basler Lens F-S35-7528-45M-S-SD,Fixed Focal Lenses (Basler),75,,0.78 m,F2.8–F22,32,32,,,,,,Typical -0.27 % (see Distortion versus Image Height ),,F,560,,Visible (400–700 nm),https://docs.baslerweb.com/f-s35-7528-45m-s-sd,basler_lens_fixed_focal
Basler,telecentric,Basler Lens C11T-05-110-VI-C,Telecentric Lenses (Basler),,0.5,110,F7–F32,18.2,18.2,,0.036–0.0078,10.1–45.9,129–31,2.2–10.2,0.05,0.02,C,,Y,Visible (400–700 nm),https://docs.baslerweb.com/c11t-05-110-vi-c,basler_lens_telecentric
Basler,telecentric,Basler Lens C11T-05-110-VI,Telecentric Lenses (Basler),,0.5,110,F7–F32,18.4,18.4,,0.036–0.0078,9.4–43.0,124–32,2.2–10.2,0.1,0.08,C,,N,Visible (400–700 nm),https://docs.baslerweb.com/c11t-05-110-vi,basler_lens_telecentric
Basler,telecentric,Basler Lens C11T-08-110-VI-C,Telecentric Lenses (Basler),,0.8,110 ±2,F6.6–F32,18.4,18.4,,0.061–0.013,5.9–28.7,131–31,0.8–4,0.16,0.08,C,,Y,Visible (400–700 nm),https://docs.baslerweb.com/c11t-08-110-vi-c,basler_lens_telecentric
Basler,telecentric,Basler Lens C11T-08-110-VI,Telecentric Lenses (Basler),,0.8,110 ±2,F6.6,18.0,18.0,,0.061,4.9,128,±0.4 @ F6.6,0.08,0.06,C,,N,Visible (400–700 nm),https://docs.baslerweb.com/c11t-08-110-vi,basler_lens_telecentric
Basler,telecentric,Basler Lens C11T-1-110-VI-C,Telecentric Lenses (Basler),,1.0,110 ±2,F7–F32,18.4,18.4,,0.071–0.016,4.7–21.5,128–31,0.6–2.6,0.1,0.06,C,,Y,Visible (400–700 nm),https://docs.baslerweb.com/c11t-1-110-vi-c,basler_lens_telecentric
Basler,telecentric,Basler Lens C11T-1-110-VI,Telecentric Lenses (Basler),,1.0,110 ±2,F7–F32,18.4,18.4,,0.071–0.016,4.7–21.5,128–31,0.6–2.6,0.1,0.06,C,,N,Visible (400–700 nm),https://docs.baslerweb.com/c11t-1-110-vi,basler_lens_telecentric
Basler,telecentric,Basler Lens C11T-2-110-VI-C,Telecentric Lenses (Basler),,2.0,110 ±2,F13.5–F32,18.0,18.0,,0.074–0.031,4.6–10.8,60–31,0.3–0.6,0.07,0.07,C,,Y,Visible (400–700 nm),https://docs.baslerweb.com/c11t-2-110-vi-c,basler_lens_telecentric
Basler,telecentric,Basler Lens C11T-2-110-VI,Telecentric Lenses (Basler),,2.0,110,F13.5–F32,18.0,18.0,,0.074–0.031,4.6–10.8,60–31,0.3–0.6,0.07,0.07,C,,N,Visible (400–700 nm),https://docs.baslerweb.com/c11t-2-110-vi,basler_lens_telecentric
Basler,telecentric,Basler Lens C11T-4-110-VI-C,Telecentric Lenses (Basler),,4.0,108,F20.2–F64,18.4,18.4,,0.099–0.031,3.6–11.5,43–15,0.1–0.3,0.07,0.04,C,,Y,Visible (400–700 nm),https://docs.baslerweb.com/c11t-4-110-vi-c,basler_lens_telecentric
Basler,telecentric,Basler Lens C11T-4-110-VI,Telecentric Lenses (Basler),,4.0,108,F20–F64,18.4,18.4,,0.1–0.03,3.4–11.2,40–15,0.1–0.3,0.06,0.07,C,,N,Visible (400–700 nm),https://docs.baslerweb.com/c11t-4-110-vi,basler_lens_telecentric
Basler,telecentric,Basler Lens C12T-1-80-VI-C,Telecentric Lenses (Basler),,1.0,80,F5.3–F32,20,20,,0.095–0.016,3.5–21.5,171–33,0.4–2.6,0.045,0.1,C,,Y,Visible (420–660 nm),https://docs.baslerweb.com/c12t-1-80-vi-c,basler_lens_telecentric
Basler,telecentric,Basler Lens C12T-1-80-VI,Telecentric Lenses (Basler),,1.0,80,F5.3–F32,20,20,,0.095–0.016,3.5–21.5,171–33,0.4–2.6,0.045,0.1,C,,N,Visible (420–660 nm),https://docs.baslerweb.com/c12t-1-80-vi,basler_lens_telecentric
Basler,telecentric,Basler Lens C12T-2-63-VI-C,Telecentric Lenses (Basler),,2.0,63,F6.6–F32,20,20,,0.15–0.031,2.2–10.7,142–33,0.1–0.6,0.02,0.03,C,,Y,Visible (420–660 nm),https://docs.baslerweb.com/c12t-2-63-vi-c,basler_lens_telecentric
Basler,telecentric,Basler Lens C12T-2-63-VI,Telecentric Lenses (Basler),,2.0,63,F6.6–F32,20,20,,0.15–0.031,2.2–10.7,142–33,0.1–0.6,0.02,0.03,C,,N,Visible (420–660 nm),https://docs.baslerweb.com/c12t-2-63-vi,basler_lens_telecentric
Basler,telecentric,Basler Lens C12T-4-63-VI-C,Telecentric Lenses (Basler),,4.0,60,F9.9–F32,20.0,20.0,,0.2–0.062,1.7–5.4,95–31,0.1–0.2,0.05,0.12,C,,Y,Visible (420–660 nm),https://docs.baslerweb.com/c12t-4-63-vi-c,basler_lens_telecentric
Basler,telecentric,Basler Lens C12T-4-63-VI,Telecentric Lenses (Basler),,4.0,60,F9.9–F32,20.0,20.0,,0.2,1.7,95–31,0.1–0.2,0.05,0.12,C,,N,Visible (400–700 nm),https://docs.baslerweb.com/c12t-4-63-vi,basler_lens_telecentric
Basler,telecentric,Basler Lens C23T-03-110-VI-C,Telecentric Lenses (Basler),,0.3,110,F5.6–F32,11.0,11.0,,0.027–0.0047,12.5–71.4,170–32,5–28.4,0.04,0.03,C,,Y,Visible (400–700 nm),https://docs.baslerweb.com/c23t-03-110-vi-c,basler_lens_telecentric
Basler,telecentric,Basler Lens C23T-03-110-VI,Telecentric Lenses (Basler),,0.3,110,F5.6–F32,11.0,11.0,,0.027–0.0047,12.5–71.4,170–32,5–28.4,0.04,0.03,C,,N,Visible (400–700 nm),https://docs.baslerweb.com/c23t-03-110-vi,basler_lens_telecentric
Basler,telecentric,Basler Lens C23T-1-110-VI-C,Telecentric Lenses (Basler),,1.0,108 ±2,F7.1–F32,11.0,11.0,,0.071–0.016,5.0–23.0,86–31,0.6–2.6,0.15,0.05,C,,Y,Visible (400–700 nm),https://docs.baslerweb.com/c23t-1-110-vi-c,basler_lens_telecentric
Basler,telecentric,Basler Lens C23T-1-110-VI,Telecentric Lenses (Basler),,1.0,108 ±2,F7–F32,11.0,11.0,,0.071–0.016,4.7–21.0,113–31,0.6–2.6,0.035,0.04,C,,N,Visible (400–700 nm),https://docs.baslerweb.com/c23t-1-110-vi,basler_lens_telecentric
Basler,telecentric,Basler Lens C23T-2-110-VI-C,Telecentric Lenses (Basler),,2.0,108,F10.6–F45,11.0,11.0,,0.094–0.022,3.8–16.2,62–22,0.2–0.9,0.08,0.01,C,,Y,Visible (400–700 nm),https://docs.baslerweb.com/c23t-2-110-vi-c,basler_lens_telecentric
Basler,telecentric,Basler Lens C23T-2-110-VI,Telecentric Lenses (Basler),,2.0,108,F10.6–F45,11.0,11.0,,0.095–0.022,3.8–16.1,83–22,0.2–0.9,0.03,0.04,C,,N,Visible (400–700 nm),https://docs.baslerweb.com/c23t-2-110-vi,basler_lens_telecentric
Schneider-Kreuznach,fixed_focal,CITRINE F1.8/4.8 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),4.8,,34,F/1.8 ... F/11,11,,,- | 0.26,,,,,,C,105,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-8-4-8mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.8/4.8 mm C-Mount Motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),4.8,,34,F/1.8 ... F/11,11,,,- | 0.26,,,,,,C,149,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-8-4-8mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.8/4.8 mm C-Mount Ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),4.8,,34,F/1.8 ... F/11,11,,,- | 0.26,,,,,,C,105,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-8-4-8mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.8/4.8 mm C-Mount Stabilized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),4.8,,34,F/1.8 ... F/11,11,,,- | 0.26,,,,,,C,105,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-8-4-8mm-c-stabilized,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/8 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),8,,70,F/1.4 ... F/11,11,,,- | 0.34,,,,,,C,90,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-8mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/8 mm C-Mount Motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),8,,70,F/1.4 ... F/11,11,,,- | 0.34,,,,,,C,134,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-8mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/8 mm C-Mount Ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),8,,70,F/1.4 ... F/11,11,,,- | 0.34,,,,,,C,90,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-8mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/8 mm C-Mount Stabilized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),8,,70,F/1.4 ... F/11,11,,,- | 0.34,,,,,,C,90,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-8mm-c-stabilized,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/12 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),12,,106,F/1.4 ... F/11,11,,,- | 0.32,,,,,,C,99,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-12mm-c,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/12 mm C-Mount Motorized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),12,,105,F/1.4 ... F/11,11,,,- | 0.32,,,,,,C,143,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-12mm-c-motorized-iris,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/12 mm C-Mount Ruggedized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),12,,106,F/1.4 ... F/11,11,,,- | 0.32,,,,,,C,99,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-12mm-c-ruggedized,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/12 mm C-Mount Stabilized lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),12,,106,F/1.4 ... F/11,11,,,- | 0.32,,,,,,C,99,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-12mm-c-stabilized,schneider_cmount
Schneider-Kreuznach,fixed_focal,CITRINE F1.4/17 mm C-Mount lens,C-Mount Lenses (CITRINE/TURQUOISE/AQUAMARINE/OPAL/JADE/TOURMALINE/TOPAZ),17,,157,F/1.4 ... F/11,11,,,- | 0.33,,,,,,C,85,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/c-mount-lenses/citrine/f1-4-17mm-c,schneider_cmount
